Review,Rating
"tolong lah jgn tiap bulan update terus, bikin leg jaringan, kapasitas memori menjadi full, buat aja 1 arah aja tanpa update mulu,, itupun main lawan yg sepadan sering leg jaringan, padahal jaringan ku bagus,, coba yg membuat ini game, tolong di evaluasi dulu, biar kami puas",1
"Game setelah update malah makin buruk kontrol gajelas, pemain kebanyakan bengong dikasih bola lepas sendiri, hadeuh konami makin bego ajh",1
Bagus tapi ada 1 diperbaiki kalau baru download masuk nya jangan terlalu ngelag,5
"game sangat jelek, terlalu kikir terhadap akun id assa, izin uninstall🙏",1
"tolong perbaiki jaringan, masa main game lain ga lag, cuman efootball doang ngelag, fps jg udh rata kanan ttp ngelag",1
skemmm iklan,1
sange sama konami,5
loginnya ribet banget mana banyak errornya lagi dasar game rusakk,1
"semoga di baca, lumayan menguras tenaga & mental juga, kalo udah poin 1900+ , kalo menang kita naik rating 9 , kalo kalah biaa sampe 35 , kalo pake sistem bintang enak, lebih adil, tapi ga mukin konami dengerin user",5
"serba delay, serba lambat.!",1
game kikir kikir,1
"ini game pas pvp, delay2 tembakan nya, passing nya, sama satu lagi, balikin Sprint master league gue, Bru peringkat 1 nih dari 3 musim",4
"KONAMI TOLONG BUAT WASIT LEBIH ADIL. PELANGGARAN SAMA TAPI TINDAKAN WASITNYA SANGAT BERBEDA. SISTEM MEMBAYANGI SETELAH UPDATE KAMIS 16 APRIL 2026 JUGA JADI ANEH. KAMI BUKAN MAHORAGA!!!. BUAT PERMAINAN LEBIH IMBANG, TIDAK HANYA UNTUK PVP TAPI PVAI JUGA. TERUTAMA SISTEM NERF SAAT PEMAIN MENGGUNAKAN FORMASI YANG SAMA TERUS MENERUS.",4
tolong dibenahi masalah pilihan tim utama berubah jadi tim dan bendera lain pada saat memasuki laga.dan tidak bisa dikembalikan ke tim semula,3
lumayan penghilang gabut,5
ini game kok susah amat kontrolnya,3
game bagus,5
bukannya bagus habis update malah banyak bugnya,5
"script konami 80%, game bola terburuk di balut grafik yg baik, dan membosankan.",1
"makin ga jelas ni efootball, 900 koin masa iya ga dapat pemain legenda, sudah habis 1.000 lebih juga ga dapat juga,, uninstall aplikasi ini....",1
bagus tapi klo donlod lama,5
udah di update malah GK bisa maen,2
game nggk jelas setiap pembaruan ada aja masalah lag lah apa lah game top up mahal tolong lah game top up mahal Setidaknya bagusin dulu di game soal divisi,1
tolong admin efootball hadiah iklan tidak bisa di ambil ini Tolong bantu id saya,5
"many scripts, bad game‼️",1
super bad game bad signal bad in everything 👎 👎 👎 👎 👎 👎,1
"analognya kacau ,masa iya ga di perbaiki",3
game dajjal kasih lawan ga seimbang banyak yang pke script pokonya gajelas mending di hapuss ajaaa,1
karena lama login nya,2
aku gak bisa main Mulu gak jelas gak bisa masuk Mulu,1
eto'o plis,4
"makin kesinih... setiap ada update dan free perekrutan atau pun berbayar, meskipun sudah login setiap hari dan bermain... pemain bintang di perekrutan itu bagi saya hanyalah PORMALITAS PAJANGAN... karena gapernah dapet. nihil...",5
sangat bagus,5
semuanya sudah bagus tapi tolong buat bisa offline kalo sudah bisa offline saya kasih bintang 5,3
"banyak script, maksa jaringan bagus anj",1
gamenya good game banget,5
"makin sulit dikontrol, pemain kayak lemes . makin aneh",1
Konami benerin data nya lagi gw ngestack di pengunduhan data,1
game nya kaku apaan defend bya suka kolong mulu jadi gampang banget ke counter ama musuh. saran defend di bagusin dah masa defend nya selalu kolong mulu sama musuh nya game gjls,1
SAMPAH KONAMI,1
gimana sih kok login akun salah pw Mulu padahal udah di ganti sama stack di 0,1
fake master league make fans disapointed and very mad,1
gmn mau login aja gbsa menginstal data mulu,3
👍,5
"game lawak banyak bug, setiap pembaruan bukan nya benerin sistemnya malah jualan kartu!",1
kek biasa gemm kontolll,1
ini geme super mudah pemain standar pun malah lebih bagus skil nya,5
"knp tiba"" game ini ukuran game ny 300mb",5
enak sekali,5
"bayar pake qris koinnya ga masuk, gimana sih..",1
"Konami kami mohon,tolong buatkan game seperti efootball namun dengan tema game futsal karena di android jarang sekali game futsal,semoga di notice",5
saran reting turun di visi terlalu banyak gak sebanding dengan naiknya aneh ini game mau di hapus dh habis banyak,1
"setelah update 5.4.0 permainan terasa buruk pemain belakang gampang kehilangan bola, umpan menjadi buruk, membayangi sudah tidak efektif lagi, koneksi jaringan tidak membaik. goal dari lawan 80% bukan lagi dari taktik umpan dan strategi menyerang tapi dari kesalahan lini pertahanan walaupun tim kita tidak mengulur waktu, pemain lini belakang dipaksa untuk membuang bola jauh kedepan jadi membangun serangan dari belakang sudah tidak bisa lagi. tombol tidak responsive dan delay jaringan gak stabil",1
gamenya bagus keren tapi agak kurang tolong lawanya disusahin,5
"game terlalu pay to win, kalo ga gacha susah, stress",1
sangat bagus game ini,5
kita bayar mahal-mahal di Indonesia utk server sampah,1
"di update bukannya makin bagus malah makin rusak tiap abis update pasti ntah itu dari pemain nya atau sistem permainan game nya ganti kursor ganti perubahan oper, tembak, teckle yang penting malah makin delay dan ga sesuai yang di butuhkan!",1
game burik jaringan telkomsel aja masih lag patah²,2
semoga ada update jersey untuk semua club,5
akun saya hilang,1
"game pay to win gapeduli gameplay Lu sebagus apa yang menentukan dr rating pemain, semakin bagus rating pemain semakin enteng, dan dengan cara gatcha atau beli pemain dr toko bisa dapet pemain2 dengan rating ga ngotak , sedangkan player yang hanya mengandalkan bansos pemain jd berat bek sama kiper planga plongo, jadi bukan skil yg diutamakan disini tapi uang yg berbicara, semakin bnyak uang yg lu kasih ke Konami makin lancar lu main game ini . makanya gw kasih rating 1 , karena tidak seimbang .",5
"ok, baik",5
baik banget,5
bagusss,5
"sering log out padahal jaringan bagus,pas mau login langsung ngak bisa",1
jaringnya usahakan samakn degn game2 lainya yg sedang tren contohnya pke 2 jaringn data sama waifi supaya jringn bisa stabil,5
game busuk patah patah,1
Good,5
Ketika menyerang selalu leg,1
"tiap Minggu aupdute gak malah bagus malah tambah buruk ngelag""banget padahal seminggu sekali aupdute kecewa banget",1
bertahan jadi susah dan tiba–tiba ofside memang jangan didowload lagi ya game in,1
"Ini kenapa main jadi berat setelah update yaa konami 😭 mengoper bola doang ampe ada jedanya/delay, pergerakan pemain jadi lambat wkwkwk jadi males pushh wkwkwk",1
konami tolong kasih pemain epic dong masa gaca ampas trus ayo lah konami yang baik hati,5
seru dah pokonya,5
sangat bagus aplikasi nya terima kasih,5
grafik sangat 👎,1
pas saya sudah 89 loading nya eh malah turun dan pas sudah 90 dia stak diam gk berjalan lagi mendingan hapus ini mending donwload fifa aja dari pada ini soal banyak permasalahan,1
kok loadingnya lama bgt sih,3
Setelah update Konami jadi kikir 43x spin dapat basecard Mulu minimal kasih 1 epic lah.😡,2
wah gamenya bagus sekali. tapi sayangnya saya belum hoki dapet pemain² yg epic. atau bigtime. karna gak bisa gacha.,5
bagus banget loh grafiknya kaya asli club nya sama muka nya juga sama mulutnya bisa buka loh keknya Fc mobilenya gk bisa buka mulut gk sih,5
jaringan jelek selalu down Mohon pengaturan formasi sebelum main bikin kaya di ps sambil nunggu teman formasi kita bisa cek2 pemain kita tetapi kita udah ready...GAME JARINGAN CACAD,1
"lama banget benerin masalahnya, permohonan maaf gada guna",1
修正してください。多くの人がネットワークハックを使ってチート行為をしているのを容認できません。私はそれが好きではありません。また、他のアプリケーションで解決できるのに、なぜPVPをプレイするたびにネットワークが切断されるのでしょうか？ 修理についてはご連絡ください,1
game bagus dan wartid untuk kalian main kan,5
"game jelek di update bukanya makin bagus malah makin hancur. game play jadi berantakan pemain di gerakin berat , tombol tidak bisa di pencet, !!!!!!!!!",1
sehabis di instal kenapa tidak bisa dibuka?,1
dadar permainan ngelag,1
Game kontol,1
game apa ini gak ada skill di tombol gak kayak FC mobile 😒,1
game burik sinyal eror Mulu game ga becus,1
"game banyak bug, banyak setting script konami cukup menganggu pengalaman bermain dan sengaja membuat kalah, umpan yang aneh dan skenario bertahan yang tak masuk akal yang sudah di setting sistem sehingga harus kalah cukup meresahkan",1
perbaiki gameplay nya,5
3 kli donlod file dalam game hbis 7 giga stuck mulu mulai lagi dari awal donlod nya lama lama abis data cuma buat donlod menu nya doang hbis update kek kntol,1
bangke konami habis duit buat gacha kaya ta..,1
kaya game beta,1
bismillah ksih akunku hoki sekalii aja,5
"game nya udah bagus, udah ada lisensi timnas juga tapi kapan ada tim super league nya konami",5
game bikin stress,1
game bola di hp yang paling enak dah,5
game kikir,1
setelah pembaruan gameplay makin berat gak jelas sama sekali game sampah uninstal aja,1
GAME K 0 N T 0 L GAME NYA SKIRP NYA BANYAK 4 N J 1 N G,1
"belum juga di perbaiki membayangi yg gak berfungsi, dahlah capek dengan ini game sebaiknya di uninstall aja",1
Good job Konami,5
mohon maaf dengan hormat kepada pihak efootball tolong tambahkan fitur buat kasih pemain ke akun lain,5
"Tolong update lagi untuk tim manager,sekelas michael carrick tidak ada fotonya bagian dari king itu min",3
"setelah ada update an kemarin gameplay jadi anehhh.....tiap ngeshoot tiang muluuu,lawan udah di press sedemikian rupa malah begitu mudahnya lolos dan tiap shoot berbuah goal",1
kalo ukuran nya terpisah jadi saya begitu lama mendownload nya parah banget,1
mau upgrade susah gagal terus makin kesini makin jelek,1
baru juga download tapi gak bisa masuk mentok loading nol persen udah ke download datanya setengah malah ulang dari nol persen jir habis habisin kuota,1
"perbaiki kontrolnya habis update kok berat banget, kiper musuh jago banget kiper kita bola mudah cuma dilihat kan jadi pengen ngomong kasar,",1
game terburuk yang pernah ada di playstore. saya sudah main game ini lebih dari 5 tahun tapi tidak ada peningkatan dari segi gameplay PvP. selalu Lag dan Delay. yang mau buang duit di game ini mikir² dulu karena ga worth it.,1
karena game ini saya suka,5
"I would like to request the return of Career/Master League mode in eFootball. It would be great to have a full career experience where players can manage a club, play long seasons, and compete in domestic and international competitions. This would make the game more complete alongside the Dream Team mode. I hope this feature will be considered in future updates.🙏🏻🙏🏻",1
Stres main game ini apalagi sedang liga divisi. Jaringan Delay. Padahal Bar waktu mau masuk game full,1
makasih,5
biasa aja,5
"sangat sulit mendapatkan Ronaldo, KONAMI PAYAHHH!!!!!",1
"sejago apapun lu main di game ini skill nomor 100, lu top up pemain lu bagus lu bakal menang. game bertema sport yg notaben nya mengusung fairplay gak berlaku anying, di game ini keadilan gak ada",2
game rusak efootball (errorfootball).online match dari dulu tetap buruk pay to win,1
server gajelas kadang ga bisa login cuih,2
game game ini kayak babi,5
"tidak bisa tukar points ""game linkking eror""",1
"tolong server nya di perbaiki, masa udah menang 4-0 tiba-tiba kalah , padahal jaringan bagus bagus aja",1
sangat seru,5
bagus tapi sering diperbarui,5
grafiknya sangaaaaat Bagus tapi tidak ada liga Champions league nya...,5
"Game bola dengan optimalisasi tersampah dari Konami, mulai dari kontrol berat, pasing delay, on touch pas ngawur dan koneksi server yang selalu lambat, padahal wifi/seluler yang dipakai memiliki kecepatan stabil. Emang game ini Uda mati di jamannya PES ditutup paksa, eFootball ini emang terlalu sampah buat dibandingin dengan PES, apalagi PES 2020 yang saat itu memiliki optimalisasi dan pergerakan pemain terbaik di zamannya, bahkan ngalahin pesaing kalian FIFA the cartoon football",1
lama banget loading nya,1
game tolol,1
"gak pernah di kasih pemain gratisan bagus,.. masa iya gw harus beli Mulu. main dengan 5 pemain epc itu juga beli 3 pemain, cuma mentok di itu itu aja. sorry ye gw di suruh beli lagi. game ini cuma buat orang berduit",3
games Sampah... full script apa gunanya rating kalo tidak ada pengaruh bener2 Games sampah,1
"sering ngelag masalah jaringan,, tolong developer perbaiki lagi masalah jaringan... dan sayang sekali banyak yang mengeluh karena tidak support oleh hp yg chipset nya dibawah helio g99:(",1
Game kontolll,1
game berat bngt lawak,1
apdet teruss tapi apdetan kali ini jelek bangettt pokoknya apdetan gemply nya jelek kek taii. kontrol bola jadi GK jelasss,1
"game nya keren,konaminya baik selalu kasih free gacha buat playernya doa terbaik untuk Konami love you 🥳",5
"game rusak, setiap lawan musuh pake SA pemain saya jadi kaya bot, bola tinggal ambil tiba"" bablas kelewat, passing jadi delay, game rusak emang",1
"Dribbling malah makin berat padahal dulu udah enak. Katanya update bakalan buff dribbling, eh in gamenya malah jadi berat bahkan pemain sekelas hazard neymar juga dribblingnya jadi lebih berat daripada efootball versi sebelumnya",1
Sampah,5
- APAKAH GAME INI LAYAK DIMAINKAN? PASTINYA TIDAK - APAKAH GAME INI SAMPAH? SANGAT SAMPAH - APAKAH GAME INI BANGKE? SANGAT BANGKE - APAKAH GAME INI BAGUS? TENTU TIDAK,1
when ya dapat epic 1 kali spin,5
Game terbaik.,5
kasih kartu legend,5
gg gaming,5
semakin lama semakin ngontolin gamenya,5
game aneh,1
setelah update makin konyol. shoot tepat didepan kotak penalti tidak mengarah ke gawang atau samping gawang malah melenceng ke arah lemparan kedalam (sisi hakim garis) 4x saya kejadian seperti itu,1
server makin buruk,1
game kikir pelit banget udah susah payah ngumpulin koin buat gaca ehhh.. gak di kasih udah sering banget aku ngumpulin koin trus buat gaca gak di kasih,3
"game sistem GK jelas, seperti sudah di atur ,back bsnyak",1
"Gila , update 2.5gb , download setiap udh 50% balik ke awal begitu terus , tapi kuota habis , ngaco sekali ,chibay.",1
"tolong dong buat yg suka maen sledingan, kalo di sleding dari belakang tuh pelanggaran apelagi di dlm kotak pinalti.. di mane² juga kalo di sleding dari belakang pasti pelanggaran gak mungkin kaga.. kecuali jelas kena bola, sama bagi pemain epic min, stiap gatca susah bgt, makasih",5
game apaan ajig kontrol kadang ga bisa di pencet kocakkk sekali update gede banget,1
"Mohon buat game ini beralih kedalam game offline dan juga mohon perbaiki control pada game serta perbaiki juga teknis game ini buat lah game tersebut menjadi sedikit menguras data, dan banyak update tapi tak ada perubahan yang signifikan.",1
game nya lama buat loginya mending jangan di download,1
"tolong kalo pencarian divisi sesuaikan, ini div 4 ketemu div 1 sat",1
makin sini makin huh hah haha,1
update baru bukannya bagus malah ngga bisa drible buat apa beli pemain epic kocak,1
"setelah diupdate malah semakin aneh, pemain plonga plongo dan jaringan makin bermasalah. tiba2 gagal login dan jadi kalah saat main.",2
untuk liga efootball vs ai. kenapa disaat kita kalah turun 32 poin. seri turun 5 poin. pas kita menang cuma naik 18 poin. sehat kah wahai developer..,1
kalo main sama teman Ngelag min,3
game rusak pay to win,1
ini kenapa seringkali terjadi keluar sendiri kalo login gak bisa padahal jaringan nya bagus tolong di perbaiki lagi demi kenyamanan pemain🙏,1
mntap,5
saya tidak bisa masuk karna ngestuck di loading setelah saya download,1
lag,1
Updte ini asli parah jaringan lag parah,1
kasihhh komentator Bahas Indonesia dongg bng biarr tambah serius mainnnya☺️,5
lama mengunduh mulu gjls udh 70 kembali ke 50,1
sudah susah main setelah update main gak enak lagi pemain kadang diem... sudah langganan divisi 1 eh sekarang malas main permainan main buruk...,1
"gak pernah dapat pemain bagus,gmn mau menang di kasih lawan level nya lebih tinggi trus. cuma bisa login trus log out.",2
sangat tidak adil dalam divisi,1
apakah game doang bagus abis update yg di update apa kali defense makin kurang bener sekali nya maju pada ga pengen balik kek sengaja aja pengen diaduin 1v1 Ama kiper begini ga jelas lah besok kalo update lagi lebih diperhatikan buat bagian defense nya jangan kontrol bola doang dilengketin,2
