Review,Rating,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,Label
tolol passing delay pdahal jaringan bgs gblk game burik apus aja,1,tolol passing delay pdahal jaringan bgs gblk game burik apus aja,tolol passing delay pdahal jaringan bgs gblk game burik apus aja,tolol passing delay pdahal jaringan bagus gblk game buruk apus saja,"['tolol', 'passing', 'delay', 'pdahal', 'jaringan', 'bagus', 'gblk', 'game', 'buruk', 'apus', 'saja']","['tolol', 'passing', 'delay', 'pdahal', 'jaringan', 'bagus', 'gblk', 'game', 'buruk', 'apus']",tolol passing delay pdahal jaringan bagus gblk game buruk apus,negative
baru juga download afk di suruh download lagi udah gitu download Berjam jam. bukannya makin bagus makin hancur ini games gak ada perkembangan majunya,1,baru juga download afk di suruh download lagi udah gitu download Berjam jam bukannya makin bagus makin hancur ini games gak ada perkembangan majunya,baru juga download afk di suruh download lagi udah gitu download berjam jam bukannya makin bagus makin hancur ini games gak ada perkembangan majunya,baru juga download afk di suruh download lagi sudah gitu download berjam jam bukannya makin bagus makin hancur ini games gak ada perkembangan majunya,"['baru', 'juga', 'download', 'afk', 'di', 'suruh', 'download', 'lagi', 'sudah', 'gitu', 'download', 'berjam', 'jam', 'bukannya', 'makin', 'bagus', 'makin', 'hancur', 'ini', 'games', 'gak', 'ada', 'perkembangan', 'majunya']","['download', 'afk', 'suruh', 'download', 'gitu', 'download', 'berjam', 'jam', 'bagus', 'hancur', 'games', 'perkembangan', 'majunya']",download afk suruh download gitu download berjam jam bagus hancur games perkembangan majunya,negative
"Sinyal buruk, perbaiki lagi, sinyal full bar, koneksi stabil, hp mendukung, tapi tetap delay",1,Sinyal buruk perbaiki lagi sinyal full bar koneksi stabil hp mendukung tapi tetap delay,sinyal buruk perbaiki lagi sinyal full bar koneksi stabil hp mendukung tapi tetap delay,koneksi buruk perbaiki lagi koneksi full bar koneksi stabil hp mendukung tapi tetap delay,"['koneksi', 'buruk', 'perbaiki', 'lagi', 'koneksi', 'full', 'bar', 'koneksi', 'stabil', 'hp', 'mendukung', 'tapi', 'tetap', 'delay']","['koneksi', 'buruk', 'perbaiki', 'koneksi', 'full', 'bar', 'koneksi', 'stabil', 'hp', 'mendukung', 'delay']",koneksi buruk perbaiki koneksi full bar koneksi stabil hp mendukung delay,negative
"tolong dong di tambah , adakan liga 1 indonesia full team liga 1 indonesia , penantian yang di tunggu ya liga 1 indonesia , semoga saran saya di kabulkan",5,tolong dong di tambah  adakan liga  indonesia full team liga  indonesia  penantian yang di tunggu ya liga  indonesia  semoga saran saya di kabulkan,tolong dong di tambah  adakan liga  indonesia full team liga  indonesia  penantian yang di tunggu ya liga  indonesia  semoga saran saya di kabulkan,tolong dong di tambah adakan liga indonesia full team liga indonesia penantian yang di tunggu iya liga indonesia semoga saran saya di kabulkan,"['tolong', 'dong', 'di', 'tambah', 'adakan', 'liga', 'indonesia', 'full', 'team', 'liga', 'indonesia', 'penantian', 'yang', 'di', 'tunggu', 'iya', 'liga', 'indonesia', 'semoga', 'saran', 'saya', 'di', 'kabulkan']","['tolong', 'adakan', 'liga', 'indonesia', 'full', 'team', 'liga', 'indonesia', 'penantian', 'tunggu', 'liga', 'indonesia', 'semoga', 'saran', 'kabulkan']",tolong adakan liga indonesia full team liga indonesia penantian tunggu liga indonesia semoga saran kabulkan,neutral
game nya bagus tapi kasih pemain gratis lagi sama jangan ngelag wae,5,game nya bagus tapi kasih pemain gratis lagi sama jangan ngelag wae,game nya bagus tapi kasih pemain gratis lagi sama jangan ngelag wae,game nya bagus tapi kasih pemain gratis lagi sama jangan lambat wae,"['game', 'nya', 'bagus', 'tapi', 'kasih', 'pemain', 'gratis', 'lagi', 'sama', 'jangan', 'lambat', 'wae']","['game', 'bagus', 'kasih', 'pemain', 'gratis', 'lambat', 'wae']",game bagus kasih pemain gratis lambat wae,positive
"salah satu game yang bikin gua stres maininnya , balancingnya gajelas kadang"" permainan udh kyk diatur sistem, bola ke ketendang gajelas, pemain positioning jadi jelek dan lain2 sebagainya cari aja konami efootball script disosmed saya rasa teori ini benar game sampah",1,salah satu game yang bikin gua stres maininnya  balancingnya gajelas kadang permainan udh kyk diatur sistem bola ke ketendang gajelas pemain positioning jadi jelek dan lain sebagainya cari aja konami efootball script disosmed saya rasa teori ini benar game sampah,salah satu game yang bikin gua stres maininnya  balancingnya gajelas kadang permainan udh kyk diatur sistem bola ke ketendang gajelas pemain positioning jadi jelek dan lain sebagainya cari aja konami efootball script disosmed saya rasa teori ini benar game sampah,salah satu game yang bikin saya stres maininnya balancingnya gajelas kadang permainan udh seperti diatur sistem bola ke ketendang gajelas pemain positioning jadi jelek dan lain sebagainya cari saja konami efootball script disosmed saya rasa teori ini benar game sampah,"['salah', 'satu', 'game', 'yang', 'bikin', 'saya', 'stres', 'maininnya', 'balancingnya', 'gajelas', 'kadang', 'permainan', 'udh', 'seperti', 'diatur', 'sistem', 'bola', 'ke', 'ketendang', 'gajelas', 'pemain', 'positioning', 'jadi', 'jelek', 'dan', 'lain', 'sebagainya', 'cari', 'saja', 'konami', 'efootball', 'script', 'disosmed', 'saya', 'rasa', 'teori', 'ini', 'benar', 'game', 'sampah']","['salah', 'game', 'bikin', 'stres', 'maininnya', 'balancingnya', 'gajelas', 'kadang', 'permainan', 'udh', 'diatur', 'sistem', 'bola', 'ketendang', 'gajelas', 'pemain', 'positioning', 'jelek', 'cari', 'konami', 'efootball', 'script', 'disosmed', 'teori', 'game', 'sampah']",salah game bikin stres maininnya balancingnya gajelas kadang permainan udh diatur sistem bola ketendang gajelas pemain positioning jelek cari konami efootball script disosmed teori game sampah,negative
permainan nya sangat bagus dan grafik nya lumayan,5,permainan nya sangat bagus dan grafik nya lumayan,permainan nya sangat bagus dan grafik nya lumayan,permainan nya sangat bagus dan grafik nya lumayan,"['permainan', 'nya', 'sangat', 'bagus', 'dan', 'grafik', 'nya', 'lumayan']","['permainan', 'bagus', 'grafik', 'lumayan']",permainan bagus grafik lumayan,negative
bagus banget,5,bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,negative
terbaik,5,terbaik,terbaik,terbaik,['terbaik'],['terbaik'],terbaik,positive
game ndk jelas yg pernah saya mainin,1,game ndk jelas yg pernah saya mainin,game ndk jelas yg pernah saya mainin,game ndk jelas yang pernah saya mainin,"['game', 'ndk', 'jelas', 'yang', 'pernah', 'saya', 'mainin']","['game', 'ndk', 'mainin']",game ndk mainin,neutral
"setelah update, perpindahan kursor dari pemain satu ke pemain lain nya tambah kacau. ga jelas, makin males main",1,setelah update perpindahan kursor dari pemain satu ke pemain lain nya tambah kacau ga jelas makin males main,setelah update perpindahan kursor dari pemain satu ke pemain lain nya tambah kacau ga jelas makin males main,setelah update perpindahan kursor dari pemain satu ke pemain lain nya tambah kacau ga jelas makin males main,"['setelah', 'update', 'perpindahan', 'kursor', 'dari', 'pemain', 'satu', 'ke', 'pemain', 'lain', 'nya', 'tambah', 'kacau', 'ga', 'jelas', 'makin', 'males', 'main']","['update', 'perpindahan', 'kursor', 'pemain', 'pemain', 'kacau', 'males', 'main']",update perpindahan kursor pemain pemain kacau males main,negative
mantap,5,mantap,mantap,mantap,['mantap'],['mantap'],mantap,positive
gameplay bukanya makin realistis malah kaga logik yang ngontrol pemain gw apa ai lu si berat banget gerakin pemain sesuai keinginan kek udah di setting kalah atau menang nya yang main gua apa ai lu si kalah gua sama ai,3,gameplay bukanya makin realistis malah kaga logik yang ngontrol pemain gw apa ai lu si berat banget gerakin pemain sesuai keinginan kek udah di setting kalah atau menang nya yang main gua apa ai lu si kalah gua sama ai,gameplay bukanya makin realistis malah kaga logik yang ngontrol pemain gw apa ai lu si berat banget gerakin pemain sesuai keinginan kek udah di setting kalah atau menang nya yang main gua apa ai lu si kalah gua sama ai,gameplay bukanya makin realistis bahkan tidak logik yang ngontrol pemain saya apa ai kamu si berat banget gerakin pemain sesuai keinginan seperti sudah di atur kalah atau menang nya yang main saya apa ai kamu si kalah saya sama ai,"['gameplay', 'bukanya', 'makin', 'realistis', 'bahkan', 'tidak', 'logik', 'yang', 'ngontrol', 'pemain', 'saya', 'apa', 'ai', 'kamu', 'si', 'berat', 'banget', 'gerakin', 'pemain', 'sesuai', 'keinginan', 'seperti', 'sudah', 'di', 'atur', 'kalah', 'atau', 'menang', 'nya', 'yang', 'main', 'saya', 'apa', 'ai', 'kamu', 'si', 'kalah', 'saya', 'sama', 'ai']","['gameplay', 'bukanya', 'realistis', 'logik', 'ngontrol', 'pemain', 'ai', 'si', 'berat', 'banget', 'gerakin', 'pemain', 'sesuai', 'atur', 'kalah', 'menang', 'main', 'ai', 'si', 'kalah', 'ai']",gameplay bukanya realistis logik ngontrol pemain ai si berat banget gerakin pemain sesuai atur kalah menang main ai si kalah ai,negative
"game pay to win tolol,hama berasa bgt pay to win nyaa aowkwow tiap Minggu kartu "" baru,bikin sistem gameplay nya berbayar kalo mau jago bgt aowmwowkwoww cuih",1,game pay to win tololhama berasa bgt pay to win nyaa aowkwow tiap Minggu kartu  barubikin sistem gameplay nya berbayar kalo mau jago bgt aowmwowkwoww cuih,game pay to win tololhama berasa bgt pay to win nyaa aowkwow tiap minggu kartu  barubikin sistem gameplay nya berbayar kalo mau jago bgt aowmwowkwoww cuih,game pay to win tololhama berasa banget pay to win nyaa aowkwow tiap minggu kartu barubikin sistem gameplay nya berbayar kalau mau jago banget aowmwowkwoww cuih,"['game', 'pay', 'to', 'win', 'tololhama', 'berasa', 'banget', 'pay', 'to', 'win', 'nyaa', 'aowkwow', 'tiap', 'minggu', 'kartu', 'barubikin', 'sistem', 'gameplay', 'nya', 'berbayar', 'kalau', 'mau', 'jago', 'banget', 'aowmwowkwoww', 'cuih']","['game', 'pay', 'win', 'tololhama', 'berasa', 'banget', 'pay', 'win', 'nyaa', 'aowkwow', 'minggu', 'kartu', 'barubikin', 'sistem', 'gameplay', 'berbayar', 'jago', 'banget', 'aowmwowkwoww', 'cuih']",game pay win tololhama berasa banget pay win nyaa aowkwow minggu kartu barubikin sistem gameplay berbayar jago banget aowmwowkwoww cuih,negative
game kontol,1,game kontol,game kontol,game kontol,"['game', 'kontol']","['game', 'kontol']",game kontol,negative
no comment,1,no comment,no comment,no comment,"['no', 'comment']",['comment'],comment,neutral
main divisi 100% 1 menang 1 kalah,1,main divisi   menang  kalah,main divisi   menang  kalah,main divisi menang kalah,"['main', 'divisi', 'menang', 'kalah']","['main', 'divisi', 'menang', 'kalah']",main divisi menang kalah,negative
gem enk,5,gem enk,gem enk,gem enk,"['gem', 'enk']","['gem', 'enk']",gem enk,neutral
udah di download tapi kaga bisa masuk hadehhh,1,udah di download tapi kaga bisa masuk hadehhh,udah di download tapi kaga bisa masuk hadehhh,sudah di download tapi tidak bisa masuk hadehhh,"['sudah', 'di', 'download', 'tapi', 'tidak', 'bisa', 'masuk', 'hadehhh']","['download', 'masuk', 'hadehhh']",download masuk hadehhh,negative
Di perbaiki servernya dan game playnya. Koin 1900 cuma dapet sampah,1,Di perbaiki servernya dan game playnya Koin  cuma dapet sampah,di perbaiki servernya dan game playnya koin  cuma dapet sampah,di perbaiki servernya dan game playnya uang cuma dapat sampah,"['di', 'perbaiki', 'servernya', 'dan', 'game', 'playnya', 'uang', 'cuma', 'dapat', 'sampah']","['perbaiki', 'servernya', 'game', 'playnya', 'uang', 'sampah']",perbaiki servernya game playnya uang sampah,negative
"server jaringan di perbaiki saya setiap main divisi sering leg"" sedang menyerangan",4,server jaringan di perbaiki saya setiap main divisi sering leg sedang menyerangan,server jaringan di perbaiki saya setiap main divisi sering leg sedang menyerangan,server jaringan di perbaiki saya setiap main divisi sering leg sedang menyerangan,"['server', 'jaringan', 'di', 'perbaiki', 'saya', 'setiap', 'main', 'divisi', 'sering', 'leg', 'sedang', 'menyerangan']","['server', 'jaringan', 'perbaiki', 'main', 'divisi', 'leg', 'menyerangan']",server jaringan perbaiki main divisi leg menyerangan,negative
bagus,5,bagus,bagus,bagus,['bagus'],['bagus'],bagus,negative
makin berat aja ini game. apalagi mode pvp kebanyakan delay. event juga makin pelit,1,makin berat aja ini game apalagi mode pvp kebanyakan delay event juga makin pelit,makin berat aja ini game apalagi mode pvp kebanyakan delay event juga makin pelit,makin berat saja ini game apalagi mode pvp kebanyakan delay event juga makin pelit,"['makin', 'berat', 'saja', 'ini', 'game', 'apalagi', 'mode', 'pvp', 'kebanyakan', 'delay', 'event', 'juga', 'makin', 'pelit']","['berat', 'game', 'mode', 'pvp', 'kebanyakan', 'delay', 'event', 'pelit']",berat game mode pvp kebanyakan delay event pelit,neutral
mau maen sampe pecah hp nya gak bakalan menang di karenakan bnyak setingan ada waktu menang ada waktu kalah klo pas menang enak bnget ngalahin musuh tp klo pas waktu kalah weh gak ada kiper juga gak gol aneh tp nyata,1,mau maen sampe pecah hp nya gak bakalan menang di karenakan bnyak setingan ada waktu menang ada waktu kalah klo pas menang enak bnget ngalahin musuh tp klo pas waktu kalah weh gak ada kiper juga gak gol aneh tp nyata,mau maen sampe pecah hp nya gak bakalan menang di karenakan bnyak setingan ada waktu menang ada waktu kalah klo pas menang enak bnget ngalahin musuh tp klo pas waktu kalah weh gak ada kiper juga gak gol aneh tp nyata,mau main sampai pecah hp nya gak akan menang di karenakan bnyak setingan ada waktu menang ada waktu kalah kalau pas menang enak bnget ngalahin musuh tapi kalau pas waktu kalah weh gak ada kiper juga gak gol aneh tapi nyata,"['mau', 'main', 'sampai', 'pecah', 'hp', 'nya', 'gak', 'akan', 'menang', 'di', 'karenakan', 'bnyak', 'setingan', 'ada', 'waktu', 'menang', 'ada', 'waktu', 'kalah', 'kalau', 'pas', 'menang', 'enak', 'bnget', 'ngalahin', 'musuh', 'tapi', 'kalau', 'pas', 'waktu', 'kalah', 'weh', 'gak', 'ada', 'kiper', 'juga', 'gak', 'gol', 'aneh', 'tapi', 'nyata']","['main', 'pecah', 'hp', 'menang', 'karenakan', 'bnyak', 'setingan', 'menang', 'kalah', 'pas', 'menang', 'enak', 'bnget', 'ngalahin', 'musuh', 'pas', 'kalah', 'weh', 'kiper', 'gol', 'aneh', 'nyata']",main pecah hp menang karenakan bnyak setingan menang kalah pas menang enak bnget ngalahin musuh pas kalah weh kiper gol aneh nyata,negative
"Dari dulu"" saya sudah minta tolong untuk menghilangkan script dari game ini agar gameplay murni skill bukan bantuan sistem. Alhamdulillah sekarang scriptnya TAMBAH PARAH. Udahlah script gameplay, eh sekarang ada lagi script sinyal.",1,Dari dulu saya sudah minta tolong untuk menghilangkan script dari game ini agar gameplay murni skill bukan bantuan sistem Alhamdulillah sekarang scriptnya TAMBAH PARAH Udahlah script gameplay eh sekarang ada lagi script sinyal,dari dulu saya sudah minta tolong untuk menghilangkan script dari game ini agar gameplay murni skill bukan bantuan sistem alhamdulillah sekarang scriptnya tambah parah udahlah script gameplay eh sekarang ada lagi script sinyal,dari dulu saya sudah minta tolong untuk menghilangkan script dari game ini agar gameplay murni skill bukan bantuan sistem alhamdulillah sekarang scriptnya tambah parah udahlah script gameplay eh sekarang ada lagi script koneksi,"['dari', 'dulu', 'saya', 'sudah', 'minta', 'tolong', 'untuk', 'menghilangkan', 'script', 'dari', 'game', 'ini', 'agar', 'gameplay', 'murni', 'skill', 'bukan', 'bantuan', 'sistem', 'alhamdulillah', 'sekarang', 'scriptnya', 'tambah', 'parah', 'udahlah', 'script', 'gameplay', 'eh', 'sekarang', 'ada', 'lagi', 'script', 'koneksi']","['tolong', 'menghilangkan', 'script', 'game', 'gameplay', 'murni', 'skill', 'bantuan', 'sistem', 'alhamdulillah', 'scriptnya', 'parah', 'udahlah', 'script', 'gameplay', 'eh', 'script', 'koneksi']",tolong menghilangkan script game gameplay murni skill bantuan sistem alhamdulillah scriptnya parah udahlah script gameplay eh script koneksi,negative
game nya bagus grafik hd pokok nya wajib di download 🔥,5,game nya bagus grafik hd pokok nya wajib di download,game nya bagus grafik hd pokok nya wajib di download,game nya bagus grafik hd pokok nya wajib di download,"['game', 'nya', 'bagus', 'grafik', 'hd', 'pokok', 'nya', 'wajib', 'di', 'download']","['game', 'bagus', 'grafik', 'hd', 'pokok', 'wajib', 'download']",game bagus grafik hd pokok wajib download,negative
game tolol lawanya tidak sepadan kalah Mulu mas ketemu yg ovr 32 trus,1,game tolol lawanya tidak sepadan kalah Mulu mas ketemu yg ovr  trus,game tolol lawanya tidak sepadan kalah mulu mas ketemu yg ovr  trus,game tolol lawanya tidak sepadan kalah melulu mas ketemu yang ovr trus,"['game', 'tolol', 'lawanya', 'tidak', 'sepadan', 'kalah', 'melulu', 'mas', 'ketemu', 'yang', 'ovr', 'trus']","['game', 'tolol', 'lawanya', 'sepadan', 'kalah', 'melulu', 'mas', 'ketemu', 'ovr', 'trus']",game tolol lawanya sepadan kalah melulu mas ketemu ovr trus,negative
game ga ke urus login lama males main lagi,1,game ga ke urus login lama males main lagi,game ga ke urus login lama males main lagi,game ga ke urus login lama males main lagi,"['game', 'ga', 'ke', 'urus', 'login', 'lama', 'males', 'main', 'lagi']","['game', 'urus', 'login', 'males', 'main']",game urus login males main,negative
